316,788,1028,956,52,658,1390,562,356,258,546,950,932,352,1386,1429,144,64,1388,172,900,886,1048,106,802,1328,668,234,376,320,1086,940,466,1362,1406,100,184,1336
326,1114,1340,178,1232,656,572,304,462,698,910,608,1104,186,506,1430,1260,622,396,210,1152,1082,58,1282,844,284,192,652,638,792,420,1050,334,452,1380,816,786,476
358,1338,34,1156,1128,730,666,166,220,810,260,1354,402,694,1312,1431,374,1200,388,404,1304,152,930,954,828,378,22,530,586,582,1186,126,268,1248,1400,736,1220,646
362,1140,1218,700,1188,158,496,514,162,758,892,1054,894,206,832,1432,1292,678,254,174,1116,712,488,1226,118,164,252,520,510,596,796,1032,602,784,1376,756,924,498
1030,1326,1344,904,1352,1216,6,98,842,1058,40,708,68,12,16,1433,1126,1298,116,878,662,78,1184,780,670,960,1162,696,630,1142,1290,1122,1026,994,60,314,718,996
400,1272,1092,978,310,770,472,264,242,298,676,1324,282,454,1106,1434,672,966,394,216,1310,914,778,308,850,406,82,208,410,798,1280,440,584,1112,1402,436,1018,564
570,1166,128,598,1170,690,438,294,198,502,882,290,1178,292,958,1435,1284,1270,110,340,1102,346,740,1296,836,408,422,96,848,490,732,1002,90,1066,1366,812,1148,344
246,838,84,644,1392,986,1108,508,218,902,132,990,896,148,912,1436,888,66,1320,70,974,24,824,1368,1132,1138,240,76,926,312,1144,988,414,928,1404,614,236,1244
1164,1180,1068,1288,1398,1072,412,590,1318,88,92,1240,94,2,14,1437,862,1322,10,48,1278,38,1210,610,1330,1346,1342,248,766,1056,1234,936,580,916,790,42,370,920
222,846,1350,702,1246,136,426,190,416,1100,1192,442,1208,176,632,1438,1300,600,368,200,1038,1046,516,1262,480,226,182,494,890,968,156,984,474,446,1370,800,818,382
538,992,660,1022,1236,1120,762,204,884,154,270,386,1172,460,134,1439,1378,130,418,322,1062,500,1070,1130,1154,852,138,714,336,624,444,1176,592,238,1408,1316,56,554
880,364,72,522,674,140,536,898,306,26,1078,752,1294,482,398,1440,1096,1358,30,32,1348,1174,870,1356,1124,360,722,300,686,1206,1258,650,1182,1250,734,232,244,860
54,1276,1374,704,1204,750,108,202,228,942,606,1228,424,212,262,1441,1110,434,46,578,1010,962,390,616,654,574,604,612,1198,982,588,1044,998,972,618,428,1190,642
274,1212,628,768,980,620,160,550,124,338,934,1036,1090,808,328,1384,1040,1160,20,318,964,1136,330,250,794,342,276,706,1020,952,866,1064,1008,856,944,864,348,532
1224,1306,720,1080,806,1150,230,1016,782,188,80,1252,74,44,486,1442,180,1302,754,946,1314,62,1242,104,1006,826,548,280,728,524,1332,568,456,1014,1364,4,906,918
450,478,18,948,1360,86,748,976,726,28,266,804,552,1274,764,1443,1094,1256,566,288,872,112,1084,1266,350,556,724,746,150,636,1000,296,1052,366,1396,1076,1060,774
170,1034,1382,1024,1264,526,102,384,278,760,458,1308,648,512,36,1444,1194,1372,8,286,1230,542,272,822,876,324,354,922,1118,1202,302,1134,1168,908,534,380,684,680
